,weight
1895,2.1513
1896,0.434
1897,2.221
1898,0.3897
1899,0.6057
1900,2.3311
1901,2.1221
1902,0.5757
1903,0.6796
1904,0.4607
1905,1.318
1906,1.9952
1907,1.8875
1908,0.7443
1909,0.4431
1910,2.0641
1911,2.1395
1912,0.5294
1913,1.9709
1914,0.3527
1915,0.6633
1916,0.5074
1917,0.3712
1918,0.4226
1919,0.3989
1920,1.8817
1921,0.5408
1922,0.4743
1923,0.4927
1924,0.4099
1925,0.518
1926,0.6083
1927,2.2331
1928,0.6859
1929,0.3558
1930,1.7865
1931,2.0487
1932,2.0106
1933,0.3196
1934,2.026
1935,2.2315
1936,2.1394
1937,0.3644
1938,0.6593
1939,0.404
1940,0.4018
1941,1.6453
1942,0.6327
1943,0.7337
1944,0.5351
1945,0.5044
1946,0.3644
1947,0.6217
1948,2.3982
1949,0.4513
1950,0.7748
1951,1.9818
1952,0.6384
1953,0.5148
1954,0.3857
1955,0.3834
1956,2.1929
1957,0.7192
1958,0.494
1959,0.3978
1960,0.4177
1961,1.8467
1962,0.5205
1963,0.4408
1964,0.5055
1965,0.4193
1966,1.2087
1967,0.6343
1968,0.8111
1969,0.5663
1970,0.3609
1971,0.6857
1972,0.5888
1973,1.829
1974,0.4889
1975,0.619
1976,0.348
1977,0.6456
1978,0.6558
1979,2.3237
1980,0.5288
1981,0.5077
1982,0.3369
1983,0.5557
1984,0.5019
1985,0.3496
1986,0.4664
1987,1.6862
1988,0.4039
1989,0.3579
1990,2.109
1991,1.9808
1992,1.7678
1993,2.0063
1994,0.6424
1995,0.5414
1996,1.639
1997,0.376
1998,0.4237
1999,0.4099
2000,0.4766
2001,0.3914
2002,0.6384
2003,1.5887
2004,0.7346
2005,0.5143
2006,1.382
2007,1.7047
2008,0.5194
2009,0.4148
2010,0.6988
2011,1.9916
2012,0.4758
2013,0.5492
2014,2.1183
2015,0.5111
2016,0.6465
2017,2.0838
2018,0.5123
2019,0.6811
2020,0.613
2021,1.642
2022,0.4446
2023,0.5636
2024,0.504
2025,0.7276
2026,0.4311
2027,0.4377
2028,0.4052
2029,0.4081
2030,1.8672
2031,0.4568
2032,0.6418
2033,0.5623
2034,0.6771
2035,0.5599
2036,1.4689
2037,0.4751
2038,2.309
2039,0.6418
2040,0.3781
2041,0.4046
2042,0.6186
2043,0.5929
2044,1.3809
2045,0.3931
2046,0.6871
2047,0.546
2048,1.8401
2049,2.1095
2050,0.6007
2051,0.3937
2052,1.8783
2053,2.1524
2054,0.4067
2055,0.5829
2056,0.6379
2057,0.7438
2058,2.186
2059,2.2321
2060,0.6922
2061,0.6895
2062,0.3941
2063,0.3816
2064,1.9692
2065,1.6052
2066,1.8761
2067,0.4676
2068,1.8149
2069,0.5513
2070,2.4271
2071,1.3091
2072,0.5872
2073,1.0528
2074,0.4644
2075,2.1845
2076,0.4348
2077,0.3782
2078,0.6826
2079,0.4
2080,2.2105
2081,1.4337
2082,0.4124
2083,1.5903
2084,0.4053
2085,0.4886
2086,0.4792
2087,2.1645
2088,1.6674
2089,0.4184
2090,1.7236
2091,1.3839
2092,0.4081
2093,1.9815
2094,0.5854
2095,0.5989
2096,0.542
2097,1.9882
2098,0.6174
2099,2.3116
2100,2.0002
2101,0.679
2102,0.7606
2103,0.3323
2104,0.4171
2105,0.6493
2106,0.3563
2107,0.5707
2108,0.6014
2109,0.8192
2110,0.3938
2111,0.4236
2112,1.5768
2113,0.5419
2114,1.9535
2115,0.3899
2116,0.3583
2117,1.9505
2118,0.4749
2119,1.9234
2120,0.4845
2121,0.4109
2122,0.3456
2123,0.6087
2124,0.6332
2125,0.8302
2126,0.4225
2127,0.6276
2128,0.9852
2129,1.6403
2130,0.4021
2131,1.6119
2132,0.4785
2133,0.4138
2134,2.185
2135,1.9579
2136,0.585
2137,0.6986
2138,0.661
2139,0.4461
2140,0.4521
2141,1.9565
2142,0.47
2143,0.6233
2144,0.5396
2145,1.517
2146,1.5924
2147,0.3481
2148,2.2556
2149,0.3657
2150,0.4853
2151,0.6756
2152,0.5426
2153,0.5196
2154,0.3812
2155,0.611
2156,1.4912
2157,2.1759
2158,0.5605
2159,0.6484
2160,2.1486
2161,0.5595
2162,0.6041
2163,0.7769
2164,2.2396
2165,0.451
2166,0.5608
2167,0.3756
2168,2.0837
2169,1.5731
2170,0.6251
2171,0.6103
2172,0.3833
2173,1.9713
2174,0.5405
2175,0.5324
2176,0.5979
2177,0.5787
2178,2.2127
2179,0.3755
2180,0.6082
2181,0.4856
2182,1.8299
2183,0.4344
2184,0.5698
2185,1.4047
2186,2.0924
2187,0.4669
2188,0.6778
2189,0.8404
2190,0.4719
2191,0.4522
2192,0.6538
2193,0.5346
2194,0.5712
2195,0.4881
2196,0.6045
2197,2.2416
2198,1.6804
2199,2.2132
2200,0.3803
2201,0.5792
2202,0.5485
2203,0.6296
2204,2.1461
2205,0.7605
2206,0.6294
2207,0.417
2208,2.1062
2209,0.4508
2210,0.6175
2211,0.8586
2212,1.698
2213,1.9657
2214,1.8331
2215,0.8351
2216,0.5822
2217,0.5287
2218,2.067
2219,0.5961
2220,1.0948
2221,2.1719
2222,2.1104
2223,0.6344
2224,2.1361
2225,0.778
2226,0.8008
2227,0.4605
2228,1.559
2229,2.1564
2230,0.4962
2231,0.4947
2232,0.6777
2233,0.3943
2234,0.6445
2235,1.7625
2236,0.8369
2237,1.6069
2238,0.4028
2239,0.5986
2240,0.3635
2241,0.5735
2242,2.1498
2243,2.0942
2244,0.6447
2245,0.3809
2246,0.5414
2247,0.6772
2248,1.4349
2249,0.7421
2250,0.5067
2251,2.401
2252,2.303
2253,0.3631
2254,0.658
2255,0.4373
2256,0.5793
2257,1.4878
2258,1.612
2259,0.468
2260,0.3521
2261,0.7835
2262,0.3753
2263,0.4074
2264,2.1779
2265,2.0931
2266,0.4629
2267,0.5459
2268,0.4092
2269,0.7759
2270,2.1752
2271,0.6463
2272,2.1719
2273,0.8135
2274,0.5471
2275,0.4233
2276,0.4455
2277,0.655
2278,0.3637
2279,2.0742
2280,0.6281
2281,0.4491
2282,1.9439
2283,0.6914
2284,0.391
2285,0.4075
2286,2.2626
2287,0.6349
2288,0.6892
2289,0.7463
2290,0.4878
2291,1.6723
2292,2.1099
2293,1.9406
2294,0.5493
2295,0.7952
2296,0.8515
2297,1.9386
2298,0.472
2299,0.4315
2300,0.3903
2301,0.6658
2302,1.7433
2303,2.1711
2304,0.5661
2305,0.6509
2306,0.4679
2307,0.7052
2308,1.5401
2309,0.4439
2310,0.6282
2311,0.5355
2312,2.1709
2313,0.804
2314,0.8516
2315,0.4789
2316,0.6154
2317,2.1118
2318,0.4267
2319,0.6947
2320,0.406
2321,0.6734
2322,0.5907
2323,0.7858
2324,0.3968
2325,0.4789
2326,1.8592
2327,1.585
2328,0.444
2329,0.4494
2330,0.3775
2331,0.3779
2332,0.4428
2333,0.4674
2334,0.4408
2335,0.75
2336,0.4511
2337,0.8058
2338,0.8268
2339,2.061
2340,0.3817
2341,0.7183
2342,2.2706
2343,1.8093
2344,0.6218
2345,0.3978
2346,1.7969
2347,0.4605
2348,0.414
2349,2.2985
2350,0.3736
2351,0.6906
2352,1.3131
2353,2.0023
2354,1.4099
2355,0.4815
2356,0.3795
2357,0.4008
2358,0.6079
2359,1.9691
2360,2.2304
2361,0.5995
2362,0.4085
2363,0.4638
2364,0.4467
2365,0.459
2366,0.355
2367,0.4118
2368,0.6448
2369,0.4003
2370,0.5911
2371,0.4518
2372,0.6961
2373,2.0487
2374,2.0061
2375,0.7937
2376,0.4967
2377,2.3823
2378,0.819
2379,0.8695
2380,0.4162
2381,0.5496
2382,0.6731
2383,0.4184
2384,0.368
2385,0.7468
2386,0.3763
2387,1.6222
2388,0.5363
2389,0.7679
2390,2.1961
2391,1.2788
2392,0.6311
2393,1.8118
2394,1.8339
2395,2.1669
2396,0.7376
2397,0.372
2398,0.4227
2399,0.6935
2400,1.5633
2401,0.5123
2402,0.432
2403,0.581
2404,2.265
2405,0.4148
2406,0.6023
2407,0.6438
2408,2.2286
2409,0.5582
2410,2.2293
2411,0.6407
2412,2.2931
2413,1.8051
2414,0.6094
2415,0.4201
2416,0.4458
2417,0.3513
2418,2.1819
2419,0.3649
2420,1.6611
2421,0.7879
2422,2.2878
2423,0.4381
2424,0.5064
2425,2.1774
2426,2.2742
2427,0.6385
2428,0.3944
2429,0.7119
2430,0.6039
2431,0.4207
2432,1.5674
2433,0.4545
2434,1.9621
2435,0.6921
2436,1.9164
2437,0.6028
2438,0.4516
2439,2.1069
2440,0.5733
2441,0.5801
2442,1.842
2443,0.4171
2444,0.4977
2445,0.5309
2446,0.5877
2447,0.4234
2448,2.2728
2449,0.4199
2450,2.3404
2451,0.5313
2452,0.3518
2453,2.2092
2454,0.4414
2455,0.4841
2456,2.0908
2457,2.0294
2458,0.4326
2459,0.5779
2460,0.5153
2461,0.4307
2462,2.1853
2463,0.7103
2464,0.5272
2465,0.6132
2466,2.2153
2467,0.4685
2468,2.2334
2469,0.4415
2470,2.092
2471,0.4823
2472,0.4039
2473,0.7345
2474,0.7103
2475,0.5668
2476,2.1868
2477,0.4521
2478,0.707
2479,1.8897
2480,1.5384
2481,0.4073
2482,0.6062
2483,2.2139
2484,0.6481
2485,0.466
2486,2.143
2487,0.5442
2488,1.503
2489,0.3702
2490,0.8951
2491,2.302
2492,0.3565
2493,0.7125
2494,1.3805
2495,0.4041
2496,0.7744
2497,0.6764
2498,2.1917
2499,0.5543
2500,1.667
2501,0.3904
2502,0.6429
2503,2.3578
2504,2.2771
2505,1.9176
2506,0.4502
2507,1.4577
2508,0.384
2509,0.7117
2510,2.1755
2511,2.2504
2512,2.0599
2513,1.8641
2514,0.3821
2515,1.3693
2516,0.3913
2517,0.6153
2518,2.1912
2519,0.4856
2520,0.7878
2521,2.0625
2522,0.7107
2523,0.5484
2524,0.4201
2525,1.7741
2526,0.4419
2527,0.4107
2528,0.3823
2529,0.4497
2530,0.5772
2531,0.4733
2532,0.4654
2533,1.8276
2534,0.7963
2535,0.3942
2536,1.8732
2537,0.5011
2538,0.4578
2539,0.5681
2540,0.6246
2541,0.3182
2542,2.0483
2543,0.5864
2544,0.429
2545,2.0378
2546,0.4457
2547,0.4235
2548,1.4926
2549,0.5643
2550,2.224
2551,0.4027
2552,0.3932
2553,1.7686
2554,0.4229
2555,0.5696
2556,1.872
2557,0.5118
2558,0.4448
2559,0.4016
2560,1.958
2561,2.0347
2562,0.3644
2563,0.3516
2564,0.6109
2565,0.4265
2566,0.5916
2567,1.0908
2568,0.6701
2569,1.5471
2570,0.4201
2571,0.424
2572,0.4144
2573,1.7446
2574,1.8982
2575,0.5502
2576,0.3951
2577,0.3942
2578,0.6118
2579,1.7173
2580,0.4949
2581,0.424
2582,0.41
2583,0.5786
2584,0.5333
2585,1.5993
2586,0.5612
2587,1.3463
2588,2.2132
2589,0.3694
2590,1.6583
2591,0.4683
2592,0.6754
2593,0.4693
2594,2.3693
2595,0.345
2596,1.8011
2597,1.9262
2598,0.5166
2599,1.9849
2600,0.4379
2601,2.0507
2602,0.3691
2603,1.8119
2604,0.5461
2605,0.3957
2606,2.2588
2607,0.6275
2608,0.464
2609,2.1466
2610,0.455
2611,1.3842
2612,0.5865
2613,0.4518
2614,0.7674
2615,0.6683
2616,0.3854
2617,1.9582
2618,1.7539
2619,0.6404
2620,0.3447
2621,0.7587
2622,2.0395
2623,2.3752
2624,1.7125
2625,0.3872
2626,2.1426
2627,0.4295
2628,0.8267
2629,2.2089
2630,2.3101
2631,0.5368
2632,0.5942
2633,0.6017
2634,0.6441
2635,1.6385
2636,0.4034
2637,2.1365
2638,1.7801
2639,2.0287
2640,2.1267
2641,0.4793
2642,1.8891
2643,0.6026
2644,0.4403
2645,0.3975
2646,0.4206
2647,0.7993
2648,0.3631
2649,1.1397
2650,0.5755
2651,0.641
2652,0.6469
2653,0.8127
2654,0.5067
2655,0.5029
2656,0.7654
2657,0.3386
2658,1.9593
2659,0.6481
2660,1.6978
2661,0.7388
2662,0.7446
2663,0.5557
2664,0.3899
2665,0.4187
2666,0.4738
2667,0.6743
2668,1.8813
2669,1.4968
2670,2.1225
2671,2.1622
2672,2.0695
2673,0.3683
2674,0.5887
2675,1.579
2676,0.401
2677,0.549
2678,0.4382
2679,0.7204
2680,0.4666
2681,0.3572
2682,0.6139
2683,2.3469
2684,0.3532
2685,0.3661
2686,0.5875
2687,0.4751
2688,0.445
2689,1.8164
2690,0.4648
2691,0.508
2692,0.5814
2693,0.7476
2694,0.5886
2695,1.8581
2696,0.5631
2697,1.5207
2698,1.7323
2699,0.3463
2700,0.4504
2701,2.0891
2702,0.5181
2703,0.4576
2704,1.7711
2705,1.863
2706,0.4991
2707,0.595
2708,2.3318
2709,0.3873
2710,0.4182
2711,0.3694
2712,1.888
2713,0.7817
2714,0.3929
2715,0.6564
2716,0.3665
2717,0.6757
2718,1.9492
2719,0.539
2720,2.1605
2721,0.358
2722,0.6997
2723,1.9801
2724,0.3941
2725,0.6288
2726,0.6255
2727,0.6827
2728,0.8535
2729,0.4544
2730,0.5174
2731,0.3812
2732,1.6524
2733,2.0185
2734,2.0522
2735,1.8528
2736,0.601
2737,1.9598
2738,0.4213
2739,2.0284
2740,0.6174
2741,0.6891
2742,2.2337
2743,0.4953
2744,0.5593
2745,0.6579
2746,0.3478
2747,0.6154
2748,0.5601
2749,0.4133
2750,2.4045
2751,1.4923
2752,0.4047
2753,0.5439
2754,0.4398
2755,0.6178
2756,2.1621
2757,0.4838
2758,0.3663
2759,0.6821
2760,1.0744
2761,0.3374
2762,0.6008
2763,0.3958
2764,0.5232
2765,1.4068
2766,0.4365
2767,0.7128
2768,2.0224
2769,1.6632
2770,2.141
2771,0.3824
2772,0.8356
2773,0.4048
2774,2.0213
2775,1.9858
2776,0.356
2777,0.4316
2778,0.3789
2779,1.4242
2780,2.0355
2781,0.7752
2782,0.4283
2783,0.4296
2784,0.5313
2785,0.7331
2786,1.7438
2787,2.027
2788,0.3876
2789,0.5675
2790,0.721
2791,0.4207
2792,0.381
2793,2.1231
2794,0.6827
2795,0.6404
2796,0.4463
2797,2.1392
2798,0.5059
2799,0.6337
2800,2.194
2801,2.307
2802,0.4079
2803,1.936
2804,0.4516
2805,2.1207
2806,1.7714
2807,0.3512
2808,0.3388
2809,1.6467
2810,0.4087
2811,0.5771
2812,0.3643
2813,0.4749
2814,0.7688
2815,1.6333
2816,0.3649
2817,2.0927
2818,1.8992
2819,0.5616
2820,0.588
2821,0.6751
2822,0.6523
2823,2.3378
2824,1.4895
2825,0.5935
2826,0.3666
2827,2.0513
2828,0.3829
2829,0.4135
2830,1.379
2831,0.5894
2832,0.4661
2833,2.1761
2834,0.4706
2835,1.2076
2836,0.7912
2837,0.443
2838,2.1581
2839,0.4848
2840,2.1757
2841,0.5495
2842,1.9188
2843,1.4202
2844,0.3723
2845,0.3745
2846,0.4317
2847,0.5274
2848,1.6547
2849,0.5356
2850,0.4673
2851,0.7301
2852,0.6545
2853,0.4032
2854,0.5694
2855,0.4217
2856,0.3505
2857,0.4353
2858,2.4249
2859,0.5352
2860,1.4673
2861,0.5796
2862,1.6796
2863,2.1676
2864,0.3493
2865,0.8006
2866,1.2888
2867,0.4236
2868,2.2223
2869,0.7566
2870,0.6365
2871,0.7154
2872,0.5688
2873,0.4568
2874,0.4587
2875,0.7995
2876,0.7422
2877,0.5351
2878,0.4526
2879,0.4815
2880,0.564
2881,2.2939
2882,0.7016
2883,0.6307
2884,0.5224
2885,0.4846
2886,0.7485
2887,0.7432
2888,1.8988
2889,0.6375
2890,0.7738
2891,0.4823
2892,1.788
2893,2.2527
2894,0.4248
2895,0.641
2896,0.4282
2897,0.4128
2898,0.7238
2899,0.3594
2900,1.1799
2901,1.8357
2902,0.5616
2903,2.1302
2904,2.1897
2905,1.214
2906,0.3754
2907,2.2399
2908,2.1282
2909,1.5937
2910,0.7954
2911,0.5532
2912,0.6997
2913,0.4458
2914,0.8755
2915,2.2285
2916,0.4236
2917,0.5144
2918,2.0443
2919,0.3355
2920,0.7299
2921,0.4323
2922,2.3266
2923,0.4136
2924,0.3617
2925,0.3644
2926,1.4093
2927,1.6855
2928,0.5524
2929,1.1765
2930,1.8868
2931,1.3926
2932,0.4101
2933,2.1372
2934,1.6137
2935,0.5571
2936,2.2106
2937,0.6482
2938,0.5244
2939,0.4479
2940,0.6474
2941,0.593
2942,0.4401
2943,2.1509
2944,1.8926
2945,0.5916
2946,1.6919
2947,0.7392
2948,0.376
2949,2.0105
2950,0.5637
2951,0.3525
2952,0.3411
2953,2.2438
2954,0.48
2955,0.5168
2956,0.4477
2957,1.9118
2958,2.135
2959,0.4314
2960,0.4237
2961,0.75
2962,0.7642
2963,1.5037
2964,2.0558
2965,0.5837
2966,0.637
2967,1.802
2968,0.3637
2969,0.487
2970,1.5213
2971,2.0678
2972,0.663
2973,0.8452
2974,0.3957
2975,0.6032
2976,2.1921
2977,0.7084
2978,1.7556
2979,0.5089
2980,0.5207
2981,0.4351
2982,1.9533
2983,1.8269
2984,0.3828
2985,0.6156
2986,0.6811
2987,0.3575
2988,0.7922
2989,2.3497
2990,2.0778
2991,0.4623
2992,0.3944
2993,0.4309
2994,0.4092
2995,0.3494
2996,0.466
2997,1.9252
2998,2.3329
2999,1.6696
3000,0.8366
3001,0.5826
3002,0.8438
3003,1.5197
3004,0.42
3005,0.8368
3006,2.1643
3007,0.35
3008,2.0935
3009,0.688
3010,0.4775
3011,0.6683
3012,0.5224
3013,1.9582
3014,0.4261
3015,1.688
3016,0.4746
3017,0.6366
3018,0.4191
3019,1.8794
3020,0.7117
3021,2.0682
3022,0.824
3023,0.5149
3024,2.1458
3025,1.8849
3026,1.7655
3027,2.2041
3028,0.5445
3029,0.4038
3030,0.3527
3031,0.5003
3032,1.8952
3033,1.7025
3034,0.6002
3035,0.7508
3036,0.6474
3037,0.3944
3038,2.092
3039,0.6076
3040,0.4148
3041,0.7607
3042,2.0467
3043,0.6687
3044,0.3709
3045,0.6448
3046,0.5956
3047,0.5471
3048,0.3835
3049,2.0469
3050,0.4491
3051,2.0445
3052,0.6165
3053,0.4305
3054,0.3847
3055,1.6136
3056,0.4566
3057,1.8778
3058,0.3775
3059,0.6128
3060,0.5419
3061,2.1566
3062,0.5988
3063,0.3701
3064,0.4801
3065,0.3929
3066,0.6133
3067,1.9628
3068,0.4016
3069,0.4634
3070,0.6401
3071,1.8642
3072,0.3912
3073,2.3719
3074,1.8498
3075,0.4208
3076,0.4976
3077,0.4718
3078,0.3866
3079,1.8935
3080,0.4792
3081,0.4628
3082,2.247
3083,0.4798
3084,1.1926
3085,0.4949
3086,0.6518
3087,0.4498
3088,0.4061
3089,0.649
3090,2.263
3091,0.8759
3092,0.4947
3093,0.5988
3094,0.4387
3095,0.4503
3096,2.0756
3097,0.5616
3098,1.5764
3099,0.7555
3100,2.2457
3101,0.4753
3102,0.4905
3103,1.8225
3104,0.3862
3105,0.4095
3106,2.0652
3107,0.3713
3108,0.5521
3109,2.1664
3110,0.4191
3111,1.5774
3112,0.5316
3113,0.7161
3114,1.6277
3115,1.6662
3116,0.364
3117,1.8569
3118,1.9614
3119,0.7715
3120,0.3878
3121,1.4249
3122,0.5332
3123,0.6813
3124,0.6368
3125,0.5691
3126,0.7475
3127,2.1133
3128,0.3922
3129,1.9287
3130,0.564
3131,0.7342
3132,0.773
3133,0.8358
3134,0.4229
3135,0.6863
3136,1.4476
3137,0.401
3138,0.766
3139,0.5068
3140,0.4547
3141,0.413
3142,1.9324
3143,0.679
3144,0.405
3145,1.4832
3146,2.028
3147,0.5436
3148,1.5334
3149,1.3564
3150,0.3836
3151,0.6222
3152,0.4227
3153,0.6002
3154,0.3719
3155,0.467
3156,0.4218
3157,0.3698
3158,0.8091
3159,2.1539
3160,0.8274
3161,0.8126
3162,2.2812
3163,0.4061
3164,0.692
3165,0.5839
3166,1.5429
3167,0.4868
3168,0.3669
3169,0.3823
3170,2.0655
3171,1.5469
3172,1.4109
3173,0.4057
3174,0.7523
3175,2.1478
3176,0.7688
3177,0.367
3178,1.7
3179,0.3885
3180,0.6014
3181,2.4176
3182,0.7578
3183,2.2827
3184,0.5876
3185,0.5064
3186,0.7932
3187,0.3891
3188,2.3502
3189,0.8163
3190,2.103
3191,0.6365
3192,0.8488
3193,0.7688
3194,0.6477
3195,1.9235
3196,0.6491
3197,0.7827
3198,0.6139
3199,0.6916
3200,0.475
3201,0.4913
3202,0.4116
3203,0.4491
3204,1.2252
3205,0.4348
3206,0.7022
3207,0.4499
3208,0.6495
3209,2.0338
3210,1.5607
3211,0.449
3212,0.729
3213,0.4244
3214,0.5854
3215,2.1987
3216,2.0049
3217,0.3715
3218,0.8063
3219,0.5321
3220,0.6541
3221,0.4637
3222,2.0907
3223,0.6763
3224,2.0791
3225,0.4122
3226,1.7506
3227,1.3384
3228,0.6096
3229,0.6246
3230,0.7488
3231,0.4754
3232,2.1315
3233,0.7332
3234,0.4009
3235,1.5918
3236,1.9925
3237,2.1364
3238,0.7059
3239,0.5
3240,1.1595
3241,0.459
3242,0.6969
3243,0.6663
3244,1.7456
3245,0.3818
3246,0.4579
3247,0.4152
3248,0.6865
3249,0.5907
3250,1.7983
3251,0.4232
3252,2.1929
3253,1.3599
3254,1.4404
3255,1.3641
3256,0.3384
3257,0.4431
3258,2.1195
3259,0.4729
3260,0.4152
3261,0.8075
3262,0.394
3263,0.3623
3264,0.5625
3265,0.6615
3266,2.1881
3267,0.4449
3268,0.4865
3269,1.8643
3270,0.6342
3271,0.4231
3272,2.0019
3273,0.3424
3274,1.8803
3275,2.3807
3276,2.0619
3277,2.1874
3278,0.3608
3279,1.5038
3280,0.8049
3281,0.4822
3282,0.6972
3283,1.6124
3284,0.468
3285,0.6878
3286,0.417
3287,0.4178
3288,0.4226
3289,0.4598
3290,2.2401
3291,2.1641
3292,1.6956
3293,0.5818
3294,1.6856
3295,1.974
3296,2.0045
3297,0.4454
3298,2.1293
3299,0.4453
3300,0.7972
3301,0.376
3302,1.7886
3303,0.6984
3304,0.3785
3305,1.5122
3306,0.6205
3307,0.3976
3308,0.7784
3309,0.4241
3310,1.902
3311,0.6713
3312,1.9753
3313,0.3823
3314,2.0429
3315,1.5018
3316,1.2842
3317,2.0045
3318,2.3573
3319,1.8661
3320,0.4626
3321,2.1032
3322,2.1794
3323,0.4618
3324,0.392
3325,1.3865
3326,0.5824
3327,0.4051
3328,0.6934
3329,0.7785
3330,1.6847
3331,0.779
3332,0.4556
3333,0.6887
3334,0.404
3335,0.4031
3336,0.3721
3337,0.6714
3338,0.6706
3339,0.5804
3340,0.6551
3341,1.6518
3342,0.6207
3343,0.4433
3344,0.4706
3345,0.5624
3346,0.4428
3347,0.4012
3348,0.9012
3349,0.3974
3350,0.5741
3351,0.4203
3352,0.4232
3353,0.624
3354,0.4303
3355,0.9481
3356,0.6948
3357,1.834
3358,2.0309
3359,1.954
3360,0.4724
3361,0.4261
3362,0.3507
3363,0.6676
3364,0.549
3365,1.7567
3366,2.1538
3367,2.0118
3368,0.6954
3369,0.5767
3370,0.6438
3371,0.5209
3372,0.4052
3373,2.3949
3374,0.4646
3375,0.407
3376,0.4164
3377,2.1148
3378,1.6691
3379,0.6473
3380,2.0038
3381,0.5415
3382,0.3767
3383,0.6966
3384,0.7204
3385,1.493
3386,0.6999
3387,0.7929
3388,1.1272
3389,0.4473
3390,2.3946
3391,0.4152
3392,1.3083
3393,0.4217
3394,2.1388
3395,2.0465
3396,0.3785
3397,1.8511
3398,0.6225
3399,1.9467
3400,0.4236
3401,1.9443
3402,1.0516
3403,1.2616
3404,0.4786
3405,2.1737
3406,2.0887
3407,1.3856
3408,0.525
3409,2.0983
3410,0.6677
3411,0.4791
3412,0.6966
3413,0.3814
3414,0.4343
3415,0.7104
3416,0.4291
3417,0.6851
3418,0.6898
3419,0.4537
3420,1.5891
3421,0.4511
3422,0.681
3423,1.5638
3424,1.4473
3425,1.4304
3426,1.823
3427,1.7529
3428,0.3794
3429,0.5962
3430,0.4956
3431,1.977
3432,0.6797
3433,0.6541
3434,1.5412
3435,0.3491
3436,0.5425
3437,1.8487
3438,0.8057
3439,1.8088
3440,0.4222
3441,0.6392
3442,1.6607
3443,1.9998
3444,0.6676
3445,1.485
3446,0.5947
3447,0.8036
3448,0.3374
3449,0.4054
3450,0.446
3451,1.9526
3452,0.5688
3453,0.4484
3454,0.5925
3455,0.4034
3456,0.5048
3457,0.5491
3458,0.4018
3459,2.0651
3460,2.2795
3461,1.1538
3462,1.1771
3463,2.2456
3464,0.49
3465,0.3604
3466,1.4188
3467,1.4356
3468,0.4372
3469,0.3515
3470,0.7024
3471,0.8096
3472,0.4121
3473,0.7425
3474,2.028
3475,0.667
3476,0.4008
3477,0.4629
3478,0.4695
3479,0.486
3480,2.0316
3481,1.939
3482,0.3492
3483,0.6402
3484,2.1649
3485,0.3698
3486,2.0371
3487,0.3834
3488,0.8431
3489,0.412
3490,0.4605
3491,0.8434
3492,1.9386
3493,1.5326
3494,0.7739
3495,0.4583
3496,1.7238
3497,0.3579
3498,0.6766
3499,0.3575
3500,0.7028
3501,0.7393
3502,0.6649
3503,0.4296
3504,0.7486
3505,0.347
3506,0.3541
3507,0.7933
3508,0.4511
3509,0.3494
3510,0.4298
3511,1.9235
3512,0.6473
3513,0.6845
3514,1.61
3515,0.5032
3516,1.6855
3517,0.381
3518,0.6138
3519,0.8039
3520,0.6567
3521,0.7668
3522,1.6937
3523,1.8841
3524,1.9149
3525,2.1328
3526,0.8312
3527,0.4077
3528,2.2203
3529,1.7942
3530,0.396
3531,1.7257
3532,1.5905
3533,0.4922
3534,0.3947
3535,0.479
3536,0.5852
3537,0.393
3538,2.2239
3539,2.2661
3540,2.1233
3541,0.3847
3542,0.4077
3543,0.6392
3544,1.7511
3545,2.0721
3546,0.4181
3547,0.5279
3548,0.3682
3549,0.3465
3550,2.1607
3551,0.3571
3552,0.8672
3553,0.5898
3554,0.3878
3555,1.9762
3556,1.3703
3557,0.5226
3558,0.7094
3559,0.6105
3560,0.548
3561,0.669
3562,0.4327
3563,0.4874
3564,0.706
3565,0.3753
3566,0.673
3567,0.582
3568,0.5025
3569,1.3181
3570,2.0083
3571,0.8053
3572,0.6975
3573,2.165
3574,0.45
3575,0.4206
3576,1.8202
3577,0.3734
3578,2.0642
3579,0.6695
3580,0.38
3581,0.4132
3582,0.4465
3583,0.8654
3584,0.3664
3585,0.4776
3586,0.4173
3587,2.2468
3588,2.1014
3589,0.452
3590,1.4659
3591,0.3872
3592,0.5814
3593,0.4148
3594,2.2737
3595,1.475
3596,0.8212
3597,1.8666
3598,0.8388
3599,0.3571
3600,0.6725
3601,0.4477
3602,0.7492
3603,0.8429
3604,0.6115
3605,1.6287
3606,0.7734
3607,2.2543
3608,2.1552
3609,2.0588
3610,0.6185
3611,0.5553
3612,0.4797
3613,2.1979
3614,1.9587
3615,0.3613
3616,2.3863
3617,0.417
3618,2.3249
3619,0.7504
3620,1.9436
3621,0.5251
3622,2.2247
3623,0.4878
3624,0.5325
3625,0.365
3626,0.4702
3627,2.3533
3628,0.6424
3629,2.0622
3630,0.3895
3631,0.4
3632,0.4026
3633,2.1155
3634,0.3563
3635,1.835
3636,2.0713
3637,0.4487
3638,0.4063
3639,0.4611
3640,2.057
3641,1.6974
3642,0.6331
3643,0.6057
3644,0.7017
3645,0.7213
3646,0.459
3647,1.5801
3648,0.7141
3649,0.5518
3650,2.0545
3651,0.6701
3652,0.5679
3653,0.676
3654,0.7512
3655,0.3927
3656,0.4537
3657,0.5289
3658,0.4778
3659,0.8287
3660,0.7901
3661,1.0045
3662,1.4109
3663,0.5387
3664,2.2437
3665,0.6687
3666,0.5368
3667,0.5222
