Name,Address,gmap_id,description,Latitude,Longitude,category,Aggregate Rating,num_of_reviews,price,hours,MISC,City,state,Cuisines,Average Cost
Mela Indian Restaurant,"Mela Indian Restaurant, 578 Tremont St, Boston, MA 02118",0x89e37a6d250b52bd:0x50950aa361fa20f7,"Classic curries, tandoori specialties & Indian-themed cocktails in elegant environs.",42.3433428,-71.07247269999999,"['Indian restaurant', 'Asian restaurant', 'Bar', 'South Asian restaurant']",3.8,648,$$,"[['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '11AM–10PM']]","{'Service options': ['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required'], 'Highlights': ['Great tea selection'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['All you can eat', 'Coffee', 'Comfort food', 'Healthy options', 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Catering', 'Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Dinner reservations recommended', 'Accepts reservations']}",Boston,Massachusetts,African & Middle Eastern Cuisine,44
El Mezcal Mexican Restaurant,"El Mezcal Mexican Restaurant, 8920 Wesleyan Rd, Indianapolis, IN 46268",0x886b552da5a21d11:0x27926febbdc297f3,Local Mexican chain serving a menu of traditional dishes & margaritas in a festive setting.,39.9169267,-86.2242971,['Restaurant'],4.2,545,$$,"[['Friday', '11AM–10PM'], ['Saturday', '11AM–9PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM'], ['Thursday', '11AM–9PM']]","{'Service options': ['Curbside pickup', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great beer selection', 'Great cocktails'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Offerings': ['Beer', 'Cocktails', ""Kids' menu"", 'Late-night food', 'Quick bite'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual'], 'Crowd': ['Family-friendly', 'Groups', 'Tourists'], 'Planning': ['Accepts reservations'], 'Payments': ['Debit cards']}",Indianapolis,Indiana,American Cuisine,14
Ann Sather Restaurant,"Ann Sather Restaurant, 909 W Belmont Ave, Chicago, IL 60657",0x880fd1880a920fc3:0x1b97d05e4bde2cc9,Longtime Chicago diner serving Swedish-American breakfasts & lunches plus the famous cinnamon rolls.,41.939757,-87.65201599999999,"['Swedish restaurant', 'Breakfast restaurant', 'Brunch restaurant', 'European restaurant', 'Scandinavian restaurant']",4.6,1748,$,"[['Tuesday', '7AM–3PM'], ['Wednesday', '7AM–3PM'], ['Thursday', '7AM–3PM'], ['Friday', '7AM–3PM'], ['Saturday', '7AM–3PM'], ['Sunday', '7AM–3PM'], ['Monday', '7AM–3PM']]","{'Service options': ['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required'], 'Highlights': ['Fireplace', 'Great coffee', 'Great dessert', 'Great tea selection'], 'Popular for': ['Breakfast', 'Lunch', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Coffee', 'Comfort food', ""Kids' menu"", 'Quick bite', 'Vegetarian options'], 'Dining options': ['Breakfast', 'Lunch', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy', 'Historic'], 'Crowd': ['College students', 'Family-friendly', 'Groups', 'Tourists'], 'Planning': ['Transgender safespace', 'LGBTQ friendly'], 'Payments': ['Debit cards', 'Credit cards']}",Chicago,Illinois,European Cuisine,38
Spitz - Downtown Salt Lake City - Mediterranean Restaurant | Bar - Dine-In or Outdoor Dinning,"Spitz - Downtown Salt Lake City - Mediterranean Restaurant | Bar - Dine-In or Outdoor Dinning, 35 E Broadway, Salt Lake City, UT 84111",0x8752f51029e13e6b:0x90eb9d424eee1cf0,,40.7630115,-111.8899423,"['Mediterranean restaurant', 'Bar', 'Falafel restaurant', 'Greek restaurant', 'Gyro restaurant', 'Health food restaurant', 'Kebab shop', 'Takeout Restaurant', 'Vegan restaurant', 'Vegetarian restaurant']",4.5,2272,$$,"[['Thursday', '11AM–9PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM']]","{'Service options': ['Outdoor seating', 'Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required'], 'Highlights': ['Fast service'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Halal food', 'Hard liquor', 'Healthy options', 'Late-night food', 'Organic dishes', 'Quick bite', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Catering', 'Dessert', 'Seating'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs', 'Restroom', 'Wi-Fi'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Family-friendly', 'Groups', 'Tourists'], 'Planning': ['Transgender safespace', 'LGBTQ friendly'], 'Payments': ['Debit cards', 'Credit cards']}",Salt Lake City,Utah,Seafood & Organic Cuisine,39
Raya Lebanese Restaurant,"Raya Lebanese Restaurant, 801 Elm St, Cincinnati, OH 45202",0x8841b154036c1acd:0xa89f42ba6bf9c841,"Cozy venue serving wraps & other Lebanese comfort food, plus burgers in informal surrounds.",39.1042476,-84.51723989999999,['Mediterranean restaurant'],4.5,386,$,"[['Thursday', '10AM–8PM'], ['Friday', '10AM–8PM'], ['Saturday', '10AM–8PM'], ['Sunday', 'Closed'], ['Monday', '10AM–8PM'], ['Tuesday', '10AM–8PM'], ['Wednesday', '10AM–8PM']]","{'Service options': ['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Offerings': ['Coffee', 'Comfort food', 'Halal food', 'Healthy options', 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual', 'Cozy']}",Cincinnati,Ohio,African & Middle Eastern Cuisine,10
Hazuki Restaurant,"Hazuki Restaurant, 319 E 2nd St, Los Angeles, CA 90012",0x80c2c647e0bf9031:0x552c06cd1f5a7754,,34.0493977,-118.2407455,['Restaurant'],5.0,1,,"[['Friday', '11AM–8PM'], ['Saturday', '11AM–8PM'], ['Sunday', '11AM–8PM'], ['Monday', '11AM–8PM'], ['Tuesday', '11AM–8PM'], ['Wednesday', '11AM–8PM'], ['Thursday', '11AM–8PM']]","{'Service options': ['Takeout', 'Delivery'], 'Popular for': ['Dinner', 'Solo dining'], 'Atmosphere': ['Casual']}",Los Angeles,California,American Cuisine,46
Awash Ethiopian Restaurant,"Awash Ethiopian Restaurant, 2884 El Cajon Blvd, San Diego, CA 92104",0x80d954f979015fc3:0x86277356de1135e6,"In an Ethiopian market, this informal place serves traditional kifto & vegetable & meat wat dishes.",32.7555318,-117.1318386,['Ethiopian restaurant'],4.6,587,$,"[['Saturday', '11AM–10PM'], ['Sunday', '11AM–10PM'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–10PM']]","{'Service options': ['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required'], 'Highlights': ['Great coffee', 'Great tea selection'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible restroom', 'Wheelchair accessible seating'], 'Offerings': ['Alcohol', 'Coffee', 'Comfort food', 'Halal food', 'Healthy options', 'Late-night food', 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Catering'], 'Amenities': ['Good for kids'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Accepts reservations'], 'Payments': ['NFC mobile payments']}",San Diego,California,African & Middle Eastern Cuisine,36
Zipangu Japanese Restaurant,"Zipangu Japanese Restaurant, 5090 N West Ave, Fresno, CA 93711",0x809467cf3246a297:0xad14e36cc5a9a4,,36.809999,-119.825674,"['Japanese restaurant', 'Restaurant', 'Sushi restaurant']",3.7,33,$$,"[['Wednesday', '11:30AM–2:30PM'], ['Thursday', '11:30AM–2:30PM'], ['Friday', '11:30AM–2:30PM'], ['Saturday', '11:30AM–2:30PM'], ['Sunday', '4:30–9PM'], ['Monday', '11:30AM–2:30PM'], ['Tuesday', '11:30AM–2:30PM']]","{'Service options': ['Delivery'], 'Amenities': ['Good for kids']}",Fresno,California,Eastern Asian Cuisine,19
Brazilian Pizza Philly and Restaurant,"Brazilian Pizza Philly and Restaurant, 7518 Castor Ave #4002, Philadelphia, PA 19152",0x89c6b6a7b9465c71:0x500f00adc0cab670,,40.05501,-75.062995,"['Fast food restaurant', 'Delivery Restaurant']",4.3,132,,"[['Wednesday', '11AM–11PM'], ['Thursday', '11AM–11PM'], ['Friday', '11AM–11PM'], ['Saturday', '11AM–11PM'], ['Sunday', '11AM–11PM'], ['Monday', '4–11PM'], ['Tuesday', '11AM–11PM']]","{'Service options': ['No-contact delivery', 'Delivery', 'Takeout'], 'Highlights': ['Fast service'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', ""Kids' menu"", 'Late-night food', 'Quick bite'], 'Dining options': ['Lunch', 'Dinner', 'Dessert', 'Seating'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual'], 'Crowd': ['Family-friendly', 'Groups'], 'Payments': ['Debit cards']}",Philadelphia,Pennsylvania,American Cuisine,16
Herby's El Mexicano Restaurant,"Herby's El Mexicano Restaurant, 720 Main St, Harrisburg, PA 17113",0x89c8bf8f17e6b0d9:0x140e765a8712f386,This colorful family-owned local standard serves authentic Mexican dishes & has a full bar.,40.231281,-76.81873499999999,"['Mexican restaurant', 'Restaurant']",4.5,344,$$,"[['Thursday', '11AM–9PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–9PM'], ['Tuesday', '11AM–9PM'], ['Wednesday', '11AM–9PM']]","{'Service options': ['Delivery', 'Takeout'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Offerings': ['Coffee', 'Comfort food', 'Healthy options', ""Kids' menu"", 'Quick bite', 'Small plates', 'Vegetarian options'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Accepts reservations']}",Harrisburg,Pennsylvania,Latin American Cuisine,38
Red Lantern Restaurant & Lounge,"Red Lantern Restaurant & Lounge, 39 Stanhope St, Boston, MA 02116",0x89e37a733255f1e3:0xf61f00a1028c9602,"Sophisticated lounge with eclectic Pan-Asian fare, striking decor & long wine, sake & cocktail list.",42.3484122,-71.07342659999999,"['Asian restaurant', 'Lounge', 'Restaurant', 'Sushi restaurant']",4.2,638,$$,"[['Monday', '4PM–12AM'], ['Tuesday', '4PM–12AM'], ['Wednesday', '4PM–12AM'], ['Thursday', '4PM–2AM'], ['Friday', '4PM–2AM'], ['Saturday', '4:30PM–2AM'], ['Sunday', '4:30PM–12AM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Popular for': ['Dinner'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Happy hour food', 'Hard liquor', 'Healthy options', 'Late-night food', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Dinner', 'Dessert'], 'Amenities': ['Bar onsite', 'Restroom', 'Wi-Fi'], 'Atmosphere': ['Casual', 'Romantic', 'Upscale'], 'Crowd': ['Groups', 'Tourists'], 'Planning': ['Dinner reservations recommended', 'Accepts reservations', 'Usually a wait']}",Boston,Massachusetts,Eastern Asian Cuisine,33
EL Azabache Mexican Restaurant,"EL Azabache Mexican Restaurant, 4200 S East St #11, Indianapolis, IN 46227",0x886b5bb7abc553b3:0x53abb552828d901c,Casual cantina with a festive feel supplying a large selection of traditional Mexican fare & drinks.,39.7029296,-86.151063,"['Mexican restaurant', 'Restaurant']",4.3,1058,$,"[['Friday', '11AM–10:30PM'], ['Saturday', '11AM–10:30PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–10PM'], ['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM']]","{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible entrance'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy hour drinks', 'Happy hour food', 'Hard liquor', ""Kids' menu"", 'Quick bite', 'Salad bar', 'Small plates', 'Vegetarian options'], 'Dining options': ['Lunch', 'Dinner', 'Dessert'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Family-friendly', 'Groups'], 'Payments': ['Debit cards', 'Credit cards']}",Indianapolis,Indiana,Latin American Cuisine,41
Golden House Restaurant,"Golden House Restaurant, 5238 St Clair Ave., Cleveland, OH 44103",0x8830fa36fe3c70df:0x9753e976cfd7ab8d,,41.5203017,-81.6555715,['Chinese restaurant'],4.1,177,$$,"[['Thursday', '11AM–2:30AM'], ['Friday', '11AM–2:30AM'], ['Saturday', '11AM–2:30AM'], ['Sunday', 'Closed'], ['Monday', '11AM–2:30AM'], ['Tuesday', '11AM–2:30AM'], ['Wednesday', '11AM–2:30AM']]","{'Service options': ['Takeout', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Offerings': ['Comfort food', 'Late-night food', 'Quick bite', 'Small plates'], 'Atmosphere': ['Casual'], 'Crowd': ['Groups']}",Cleveland,Ohio,Chinese Cuisine,16
Orange Garden Restaurant,"Orange Garden Restaurant, 1942 W Irving Park Rd, Chicago, IL 60613",0x880fd26a9f790cc3:0xb5575f34019d6c76,Chinese mainstay for old-school Cantonese cooking in simple rooms with art & artifacts since 1932.,41.9543806,-87.6780553,"['Chinese restaurant', 'Asian restaurant', 'Chinese noodle restaurant', 'Delivery Chinese restaurant', 'Mandarin restaurant', 'Takeout Restaurant']",4.2,308,$,"[['Tuesday', '11AM–9:30PM'], ['Wednesday', '11AM–9:30PM'], ['Thursday', '11AM–9:30PM'], ['Friday', '11AM–10PM'], ['Saturday', '11AM–10PM'], ['Sunday', '12–10PM'], ['Monday', 'Closed']]","{'Service options': ['No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance'], 'Offerings': ['Coffee', 'Comfort food', 'Quick bite', 'Vegetarian options'], 'Dining options': ['Dessert'], 'Amenities': ['Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy', 'Historic'], 'Crowd': ['Groups'], 'Planning': ['Accepts reservations']}",Chicago,Illinois,African & Middle Eastern Cuisine,11
Angelo's Restaurant-Pizzeria,"Angelo's Restaurant-Pizzeria, 2583 N Mulford Rd, Rockford, IL 61114",0x8808b942627e85f1:0x2e0eabe13e807635,,42.2987635,-88.9980664,['Pizza restaurant'],4.8,5,,"[['Tuesday', '11AM–10PM'], ['Wednesday', '11AM–10PM'], ['Thursday', '11AM–10PM'], ['Friday', '11AM–11PM'], ['Saturday', '11AM–11PM'], ['Sunday', '11AM–9PM'], ['Monday', '11AM–10PM']]","{'Service options': ['Delivery'], 'Amenities': ['Good for kids']}",Rockford,Illinois,European Cuisine,43
Panda's House Restaurant,"Panda's House Restaurant, 977 Bridge St, Philadelphia, PA 19124",0x89c6b6f5dd7569bd:0x56e3b67d6932bb32,,40.0312765,-75.08976229999999,"['Chinese restaurant', 'Asian fusion restaurant', 'Takeout Restaurant']",3.5,90,$,"[['Friday', '12PM–12AM'], ['Saturday', '12PM–12AM'], ['Sunday', '12PM–12AM'], ['Monday', '12PM–12AM'], ['Tuesday', '12PM–12AM'], ['Wednesday', '12PM–12AM'], ['Thursday', '12PM–12AM']]","{'Service options': ['Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Offerings': ['Comfort food', 'Quick bite', 'Small plates'], 'Atmosphere': ['Casual'], 'Planning': ['Accepts reservations'], 'Payments': ['Cash-only']}",Philadelphia,Pennsylvania,African & Middle Eastern Cuisine,43
Minh Anh Restaurant,"Minh Anh Restaurant, 5428 Detroit Ave, Cleveland, OH 44102",0x8830f080bd3d5663:0xfbfdb0d7b056d523,"Casual mainstay (since 1984) offering Vietnamese & other Asian fare, plus beer & wine.",41.4856568,-81.7248915,"['Vietnamese restaurant', 'Restaurant']",4.6,543,$,"[['Thursday', '11AM–8:30PM'], ['Friday', '11AM–8:30PM'], ['Saturday', '12–8:30PM'], ['Sunday', '12–8:30PM'], ['Monday', 'Closed'], ['Tuesday', '11AM–8:30PM'], ['Wednesday', '11AM–8:30PM']]","{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great tea selection'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Offerings': ['Beer', 'Coffee', 'Comfort food', 'Healthy options', 'Quick bite', 'Vegetarian options', 'Wine'], 'Dining options': ['Lunch', 'Dinner', 'Dessert'], 'Amenities': ['Good for kids', 'High chairs', 'Restroom'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Family-friendly', 'Groups', 'Tourists'], 'Planning': ['LGBTQ friendly'], 'Payments': ['Debit cards', 'NFC mobile payments', 'Credit cards']}",Cleveland,Ohio,African & Middle Eastern Cuisine,33
Gazpacho Restaurant,"Gazpacho Restaurant, 431 E 2nd Ave, Durango, CO 81301",0x873c02a297910e25:0x2749d75971f9d75f,"Long-standing eatery showcasing Mexican staples, margaritas & more in a laid-back setting.",37.2683431,-107.8811359,"['Mexican restaurant', 'Latin American restaurant']",4.2,592,$$,"[['Saturday', '11:30AM–9PM'], ['Sunday', '11:30AM–9PM'], ['Monday', '11:30AM–9PM'], ['Tuesday', '11:30AM–9PM'], ['Wednesday', '11:30AM–9PM'], ['Thursday', '11:30AM–9PM'], ['Friday', '11:30AM–9PM']]","{'Service options': ['Curbside pickup', 'No-contact delivery', 'Delivery', 'Takeout', 'Dine-in'], 'Health & safety': ['Mask required', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Fast service', 'Great cocktails'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Comfort food', 'Happy hour drinks', 'Happy hour food', 'Hard liquor', 'Healthy options', ""Kids' menu"", 'Late-night food', 'Quick bite', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Dessert'], 'Amenities': ['Bar onsite', 'Good for kids', 'High chairs'], 'Atmosphere': ['Casual', 'Cozy'], 'Crowd': ['College students', 'Groups', 'Tourists'], 'Planning': ['Accepts reservations']}",Durango,Colorado,Latin American Cuisine,13
Charlotte Restaurant & Lounge,"Charlotte Restaurant & Lounge, 809 5th Ave, Seattle, WA 98104",0x54906bd2b1e48531:0x7dcc8d489e7600a1,"Pacific Northwest fare, plus creative desserts & cocktails, in a chic hotel eatery with bay views.",47.6055078,-122.3312475,"['Restaurant', 'Bar', 'Lounge', 'Seafood restaurant', 'Pacific Northwest restaurant (US)']",4.9,68,,"[['Saturday', '3–10PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', 'Closed'], ['Wednesday', '3–9PM'], ['Thursday', '3–9PM'], ['Friday', '3–10PM']]","{'Service options': ['Takeout', 'Dine-in', 'Delivery'], 'Health & safety': ['Mask required', 'Temperature check required', 'Staff wear masks', 'Staff get temperature checks', 'Staff required to disinfect surfaces between visits'], 'Highlights': ['Great cocktails', 'Great dessert', 'Great wine list'], 'Popular for': ['Lunch', 'Dinner', 'Solo dining'], 'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible restroom'], 'Offerings': ['Alcohol', 'Beer', 'Cocktails', 'Coffee', 'Happy hour drinks', 'Happy hour food', 'Hard liquor', 'Organic dishes', 'Small plates', 'Vegetarian options', 'Wine'], 'Dining options': ['Breakfast', 'Lunch', 'Dinner', 'Dessert', 'Seating'], 'Amenities': ['Bar onsite', 'Restroom', 'Wi-Fi'], 'Atmosphere': ['Cozy', 'Romantic'], 'Crowd': ['Family-friendly', 'Groups'], 'Planning': ['Dinner reservations recommended', 'Accepts reservations']}",Seattle,Washington,Seafood & Organic Cuisine,18
