Name,Address,gmap_id,description,Latitude,Longitude,category,Aggregate Rating,num_of_reviews,price,hours,MISC,City,state
Sandia Peak Tramway,"Sandia Peak Tramway, 30 Tramway Rd NE, Albuquerque, NM 87122",0x87189e8cfbdf7855:0xdee0b10202a6352b,"2.7-mi. aerial tram ride, with Albuquerque & mountain views, to a peak with trails, skiing & dining.",35.1907104,-106.479402,['Tourist attraction'],4.7,5683,,"[['Monday', '9AM??8PM'], ['Tuesday', 'Closed'], ['Wednesday', '9AM??8PM'], ['Thursday', '9AM??8PM'], ['Friday', '9AM??8PM'], ['Saturday', '9AM??8PM'], ['Sunday', '9AM??8PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Cibola National Forest,"Cibola National Forest, Albuquerque, NM 87113",0x87219a88f063bb53:0x9b3a6d62cb0799e9,"1.6 million acres of trees, meadows & mountains, with campgrounds, climbing areas & scenic trails.",35.202876499999995,-106.4746562,"['National forest', 'Nature preserve', 'Tourist attraction']",4.7,5873,,"[['Monday', '8AM??4:30PM'], ['Tuesday', '8AM??4:30PM'], ['Wednesday', '8AM??4:30PM'], ['Thursday', '8AM??4:30PM'], ['Friday', '8AM??4:30PM'], ['Saturday', 'Closed'], ['Sunday', 'Closed']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Rio Grande Nature Center State Park,"Rio Grande Nature Center State Park, 2901 Candelaria Rd NW, Albuquerque, NM 87107",0x872272fb9f976ba3:0xfbb3b856575dcf74,"Riverside area on 270 acres with trails, bird-watching, native plants, self-guided exhibits & store.",35.1304753,-106.6828452,"['Park', 'Tourist attraction']",4.7,838,,"[['Monday', '8AM??5PM'], ['Tuesday', '8AM??5PM'], ['Wednesday', '8AM??5PM'], ['Thursday', '8AM??5PM'], ['Friday', '8AM??5PM'], ['Saturday', '8AM??5PM'], ['Sunday', '8AM??5PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Robinson Park,"Robinson Park, 810 Copper Ave NW, Albuquerque, NM 87102",0x87220cc68b6bde4f:0xb4b5a6ab8c1ae5e5,,35.0857491,-106.6567986,"['Park', 'Tourist attraction']",4.3,555,,"[['Monday', '8AM??10PM'], ['Tuesday', '8AM??10PM'], ['Wednesday', '8AM??10PM'], ['Thursday', '8AM??10PM'], ['Friday', '8AM??10PM'], ['Saturday', '8AM??10PM'], ['Sunday', '8AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Grecian Park,"Grecian Park, Camino Floretta NW, Albuquerque, NM 87107",0x8722739dcfa241d1:0xc94dbd93a1cf91ff,,35.1460284,-106.6458937,"['Park', 'Tourist attraction']",4.4,126,,"[['Sunday', '6AM??12AM'], ['Monday', '6AM??12AM'], ['Tuesday', '6AM??12AM'], ['Wednesday', '6AM??12AM'], ['Thursday', '6AM??12AM'], ['Friday', '6AM??12AM'], ['Saturday', '6AM??12AM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Saul Goodman's Office,"Saul Goodman's Office, 9800 Montgomery Blvd NE, Albuquerque, NM 87111",0x87189fe2e42a10a7:0x9468e2bfe8fb1983,,35.129423,-106.5318552,"['Museum', 'Tourist attraction']",3.8,58,,,{'Accessibility': ['Wheelchair accessible entrance']},Albuquerque,New Mexico
Singing Arrow Park,"Singing Arrow Park, 12929 Piru Blvd SE, Albuquerque, NM 87123",0x8718a0ef4333eb8f:0x9753461cbd7e8e79,,35.064387,-106.4992208,"['Park', 'Tourist attraction']",3.9,208,,"[['Sunday', '6AM??10PM'], ['Monday', '6AM??10PM'], ['Tuesday', '6AM??10PM'], ['Wednesday', '6AM??10PM'], ['Thursday', '6AM??10PM'], ['Friday', '6AM??10PM'], ['Saturday', '6AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Paradise Skies,"Paradise Skies, 6100 Sagittarius Ave NW, Albuquerque, NM 87114",0x872271c5646514ad:0xbc2caf72dc777e3f,,35.2093235,-106.7098272,"['Park', 'Tourist attraction']",4.5,98,,"[['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Seville Park,"Seville Park, 6300 Burgos Ave NW, Albuquerque, NM 87114",0x872271d85e1959c3:0x7ab675121a2eef10,,35.2055475,-106.7223582,"['Park', 'Tourist attraction']",4.5,107,,"[['Sunday', '8AM??6PM'], ['Monday', '8AM??6PM'], ['Tuesday', '8AM??6PM'], ['Wednesday', '8AM??6PM'], ['Thursday', '8AM??6PM'], ['Friday', '8AM??6PM'], ['Saturday', '8AM??6PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Barelas Railroad Park,"Barelas Railroad Park, 2100 2nd St SW, Albuquerque, NM 87102",0x87220cf4b643a6a7:0xa131081bf550dac3,,35.0613636,-106.6531861,"['Park', 'Tourist attraction']",4.1,96,,"[['Sunday', '8AM??6PM'], ['Monday', '8AM??6PM'], ['Tuesday', '8AM??6PM'], ['Wednesday', '8AM??6PM'], ['Thursday', '8AM??6PM'], ['Friday', '8AM??6PM'], ['Saturday', '8AM??6PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Garfield Park,"Garfield Park, 907 Matthew Ave, Albuquerque, NM 87107",0x872273408d9982c1:0x68897455a7c1168e,,35.1186627,-106.6515592,"['City park', 'Tourist attraction']",4.2,58,,"[['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Westgate Community Park,"Westgate Community Park, Valley View Dr SW, Albuquerque, NM 87121",0x8722128a89cae7e7:0xbcfd95893c33a615,,35.0452985,-106.7441622,"['Park', 'Tourist attraction']",4.2,288,,"[['Saturday', '7AM??10PM'], ['Sunday', '7AM??10PM'], ['Monday', '7AM??10PM'], ['Tuesday', '7AM??10PM'], ['Wednesday', '7AM??10PM'], ['Thursday', '7AM??10PM'], ['Friday', '7AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Heritage Hills Park,"Heritage Hills Park, 7015 Ventura Ave NE, Albuquerque, NM 87109",0x87227582e57aaee7:0xabf0a7f20b232df6,,35.1600436,-106.5425087,"['Park', 'Tourist attraction']",4.4,217,,"[['Saturday', '6AM??12AM'], ['Sunday', '6AM??12AM'], ['Monday', '6AM??12AM'], ['Tuesday', '6AM??12AM'], ['Wednesday', '6AM??12AM'], ['Thursday', '6AM??12AM'], ['Friday', '6AM??12AM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Kit Carson Park,"Kit Carson Park, 1744 Kit Carson Ave SW, Albuquerque, NM 87104",0x87220cdbda9cf42b:0x19bdc122ec087fe9,,35.083262,-106.66965,"['Park', 'Tourist attraction']",4.4,562,,"[['Saturday', '6AM??9PM'], ['Sunday', '6AM??9PM'], ['Monday', '6AM??9PM'], ['Tuesday', '6AM??9PM'], ['Wednesday', '6AM??9PM'], ['Thursday', '6AM??9PM'], ['Friday', '6AM??9PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Gutierrez-Hubbell House,"Gutierrez-Hubbell House, 6029 Isleta Blvd SW, Albuquerque, NM 87105",0x87220e6a54e8fa5b:0x5145ba9bb6e90856,,34.9891298,-106.6963537,"['Museum', 'Historical place', 'Tourist attraction']",4.7,126,,"[['Thursday', '10AM??7PM'], ['Friday', '10AM??2PM'], ['Saturday', '10AM??2PM'], ['Sunday', 'Closed'], ['Monday', 'Closed'], ['Tuesday', '10AM??2PM'], ['Wednesday', '10AM??2PM']]",,Albuquerque,New Mexico
Black Arroyo Park,"Black Arroyo Park, 10836 Marble Stone Dr NW, Albuquerque, NM 87114",0x872271af13d85d0d:0x89300efe364a7ae2,,35.2149719,-106.6840305,"['Park', 'Tourist attraction']",4.6,126,,"[['Saturday', '5AM??10PM'], ['Sunday', '5AM??10PM'], ['Monday', '5AM??10PM'], ['Tuesday', '5AM??10PM'], ['Wednesday', '5AM??10PM'], ['Thursday', '5AM??10PM'], ['Friday', '5AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
El Rancho Atrisco Park,"El Rancho Atrisco Park, 2720 Ladera Dr NW, Albuquerque, NM 87120",0x872272964f083993:0x525fc43c1ce468d7,,35.1155252,-106.7081688,"['Park', 'Tourist attraction']",4.1,97,,"[['Friday', '6AM??10PM'], ['Saturday', '6AM??10PM'], ['Sunday', '6AM??10PM'], ['Monday', '6AM??10PM'], ['Tuesday', '6AM??10PM'], ['Wednesday', '6AM??10PM'], ['Thursday', '6AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Rio Bravo County Park,"Rio Bravo County Park, Isleta Blvd SW, Albuquerque, NM 87105",0x87220dd3c7dab60d:0x6f98b748afa2d005,,35.0176133,-106.6803455,"['Park', 'Tourist attraction']",4.0,88,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Santa Barbara Martineztown Park,"Santa Barbara Martineztown Park, 1825 Edith Blvd NE, Albuquerque, NM 87102",0x87220ca4cb1f02ef:0x2eb739a2e8460431,,35.1017248,-106.63841,"['Park', 'Tourist attraction']",4.2,227,,"[['Friday', '7AM??9PM'], ['Saturday', '7AM??9PM'], ['Sunday', '7AM??9PM'], ['Monday', '7AM??9PM'], ['Tuesday', '7AM??9PM'], ['Wednesday', '7AM??9PM'], ['Thursday', '7AM??9PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Valle de Oro National Wildlife Refuge,"Valle de Oro National Wildlife Refuge, 7851 2nd St SW, Albuquerque, NM 87105",0x87220e57ffbd7d7f:0x1e5c17ce23ad32bc,An area of 570 acres of protected land along the Rio Grande for walking & wildlife viewing.,34.9818058,-106.667604,"['Wildlife refuge', 'Tourist attraction']",4.5,188,,"[['Friday', '6AM??6PM'], ['Saturday', '6AM??6PM'], ['Sunday', '6AM??6PM'], ['Monday', '6AM??6PM'], ['Tuesday', '6AM??6PM'], ['Wednesday', '6AM??6PM'], ['Thursday', '6AM??6PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Sister Cities Park,"Sister Cities Park, 6407 McKinney Dr NE, Albuquerque, NM 87109",0x872275005fe1c7eb:0xe91a67c349d32627,,35.1520507,-106.5792165,"['Park', 'Tourist attraction']",4.4,366,,"[['Thursday', '6AM??10PM'], ['Friday', '6AM??10PM'], ['Saturday', '6AM??10PM'], ['Sunday', '6AM??10PM'], ['Monday', '6AM??10PM'], ['Tuesday', '6AM??10PM'], ['Wednesday', '6AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Albuquerque New Mexico Temple,"Albuquerque New Mexico Temple, 10301 San Francisco Rd NE, Albuquerque, NM 87122",0x87189e2e4bafd4d1:0x7479568c96cdb59c,,35.1676408,-106.5251138,"['Church of Jesus Christ of Latter-day Saints', 'Church', 'Religious organization', 'Tourist attraction']",4.9,398,,,{'Accessibility': ['Wheelchair accessible entrance']},Albuquerque,New Mexico
Quintessence Park,"Quintessence Park, 9801 Quintessence Rd NE, Albuquerque, NM 87122",0x87189e2a5ae5ea51:0x501042caf6f7bf98,,35.1622217,-106.5328125,"['Park', 'Tourist attraction']",4.5,105,,"[['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours'], ['Wednesday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Redlands Park,"Redlands Park, 5121 Sequoia Rd NW, Albuquerque, NM 87120",0x872272ece7206f4f:0xe7181e015cfdb203,,35.1228141,-106.6982913,"['Park', 'Tourist attraction']",4.3,128,,"[['Wednesday', '6AM??8PM'], ['Thursday', '6AM??8PM'], ['Friday', '6AM??8PM'], ['Saturday', '6AM??8PM'], ['Sunday', '6AM??8PM'], ['Monday', '6AM??8PM'], ['Tuesday', '6AM??8PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
ABQ BioPark,"ABQ BioPark, 903 10th St SW, Albuquerque, NM 87102",0x87220cc2cc1c1055:0x52cc653371258502,"Over 250 species of animal life in a natural environment, including polar bears, monkeys & koalas.",35.0776932,-106.6621659,"['Zoo', 'Park', 'Tourist attraction']",4.5,9041,,"[['Tuesday', 'Closed'], ['Wednesday', '9AM??5PM'], ['Thursday', '9AM??5PM'], ['Friday', '9AM??5PM'], ['Saturday', '9AM??5PM'], ['Sunday', '9AM??5PM'], ['Monday', 'Closed']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Manzano Open Space,"Manzano Open Space, Pedregosa, Albuquerque, NM 87123",0x8718a129327b49ed:0x296d215abb1e9f39,"Hiking area with a series of sloping hills, featuring a variety of plants & wildlife.",35.0456632,-106.4820292,"['Park', 'Tourist attraction']",4.6,58,,"[['Tuesday', '6AM??10PM'], ['Wednesday', '6AM??10PM'], ['Thursday', '6AM??10PM'], ['Friday', '6AM??10PM'], ['Saturday', '6AM??10PM'], ['Sunday', '6AM??10PM'], ['Monday', '6AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Museum of Southwestern Biology,"Museum of Southwestern Biology, CERIA, Building 83 of 87131, 302 Yale Blvd NE, Albuquerque, NM 87106",0x87220b5b0b4b21c9:0xc258d22bc13ed696,,35.083213,-106.6219437,"['Museum', 'Tourist attraction']",4.7,25,,,"{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Restaurant']}",Albuquerque,New Mexico
El Oso Grande Park,"El Oso Grande Park, 10600 Osuna Rd NE, Albuquerque, NM 87111",0x87189fe8fd944c77:0x1c59a089bee1cf0d,,35.1373419,-106.5182673,"['Park', 'Tourist attraction']",4.6,438,,"[['Monday', '7AM??10PM'], ['Tuesday', '7AM??10PM'], ['Wednesday', '7AM??10PM'], ['Thursday', '7AM??10PM'], ['Friday', '7AM??10PM'], ['Saturday', '7AM??10PM'], ['Sunday', '7AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Maxwell Museum of Anthropology,"Maxwell Museum of Anthropology, 500 University Blvd NE, Albuquerque, NM 87106",0x87220b5bfb1a24af:0x232ebb699e6d07b7,"The University of New Mexico's global heritage collections, with an emphasis on the Southwest.",35.0849754,-106.6250756,"['Heritage museum', 'Tourist attraction']",4.6,112,,"[['Monday', 'Closed'], ['Tuesday', '10AM??4PM'], ['Wednesday', '10AM??4PM'], ['Thursday', '10AM??4PM'], ['Friday', '10AM??4PM'], ['Saturday', '10AM??4PM'], ['Sunday', 'Closed']]","{'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Desert Springs Park,"Desert Springs Park, 7627 Blue Avena Ave SW, Albuquerque, NM 87121",0x87220d7f86bc9077:0xb06a4fb889756b4d,,35.047993,-106.7209606,"['Park', 'Basketball court', 'Playground', 'Tourist attraction']",4.2,203,,"[['Monday', '6AM??10PM'], ['Tuesday', '6AM??10PM'], ['Wednesday', '6AM??10PM'], ['Thursday', '6AM??10PM'], ['Friday', '6AM??10PM'], ['Saturday', '6AM??10PM'], ['Sunday', '6AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Loma del Norte Park,"Loma del Norte Park, 7511 Burke St NE, Albuquerque, NM 87109",0x872275a34122f5a1:0xeff2a1e2776cbfd4,,35.1650907,-106.5628498,"['Park', 'Tourist attraction']",4.6,187,,"[['Sunday', '7AM??11PM'], ['Monday', '7AM??11PM'], ['Tuesday', '7AM??11PM'], ['Wednesday', '7AM??11PM'], ['Thursday', '7AM??11PM'], ['Friday', '7AM??11PM'], ['Saturday', '7AM??11PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Taylor Ranch Library Park,"Taylor Ranch Library Park, 5601 Bogart St NW, Albuquerque, NM 87120",0x8722727114283bc3:0xb1137826764c2309,,35.1483578,-106.7158699,"['Park', 'Tourist attraction']",4.5,67,,"[['Friday', '10AM??6PM'], ['Saturday', 'Closed'], ['Sunday', '1??5PM'], ['Monday', '10AM??8PM'], ['Tuesday', '10AM??8PM'], ['Wednesday', '10AM??8PM'], ['Thursday', '10AM??8PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Embudo Hills Park,"Embudo Hills Park, 1200 Monte Verde Dr NE, Albuquerque, NM 87112",0x8718a0529ec51699:0xe8d78c3f9bef7d9b,,35.0904958,-106.4893444,"['Park', 'Tourist attraction']",4.5,198,,"[['Thursday', '6AM??10PM'], ['Friday', '6AM??10PM'], ['Saturday', '6AM??10PM'], ['Sunday', '6AM??10PM'], ['Monday', '6AM??10PM'], ['Tuesday', '6AM??10PM'], ['Wednesday', '6AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Manzano Mesa Park,"Manzano Mesa Park, 501 Elizabeth St SE, Albuquerque, NM 87123",0x8718a0848dedc5c3:0x687f3c2fbebf16ad,,35.0664313,-106.5278412,"['Park', 'Tourist attraction']",4.5,418,,"[['Tuesday', '6AM??10PM'], ['Wednesday', '6AM??10PM'], ['Thursday', '6AM??10PM'], ['Friday', '6AM??10PM'], ['Saturday', '6AM??10PM'], ['Sunday', '6AM??10PM'], ['Monday', '6AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Boca Negra Canyon,"Boca Negra Canyon, Atrisco Dr NW, Albuquerque, NM 87120",0x87227209650d715f:0x37ef4badaa85904c,Rustic desert park featuring low-key day hikes amid numerous petroglyphs carved into volcanic rocks.,35.1611147,-106.7178528,"['Hiking area', 'Tourist attraction']",4.7,531,,"[['Thursday', '8:30AM??4:30PM'], ['Friday', '8:30AM??4:30PM'], ['Saturday', '8:30AM??4:30PM'], ['Sunday', '8:30AM??4:30PM'], ['Monday', '8:30AM??4:30PM'], ['Tuesday', '8:30AM??4:30PM'], ['Wednesday', '8:30AM??4:30PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
The Downs Racetrack & Casino,"The Downs Racetrack & Casino, 145 Louisiana Blvd NE, Albuquerque, NM 87108",0x87220afb584588b3:0xe110acf683945304,"High energy spot for live horse racing, slots, table games & upscale restaurant.",35.077687999999995,-106.57014,"['Casino', 'Tourist attraction']",3.8,3476,,"[['Wednesday', '10AM??1AM'], ['Thursday', '10AM??2AM'], ['Friday', '10AM??4AM'], ['Saturday', '10AM??4AM'], ['Sunday', '10AM??1AM'], ['Monday', '10AM??1AM'], ['Tuesday', '10AM??1AM']]","{'Highlights': ['Live performances'], 'Accessibility': ['Wheelchair accessible elevator', 'Wheelchair accessible entrance', 'Wheelchair accessible parking lot', 'Wheelchair accessible restroom'], 'Amenities': ['Bar onsite', 'Restaurant']}",Albuquerque,New Mexico
Los Altos Park,"Los Altos Park, 10100 Lomas Blvd NE, Albuquerque, NM 87112",0x87220a9d6b5f59fb:0xf064cd769c80806e,City park offering lots of recreation options from an indoor swimming pool to a skate park.,35.0871751,-106.5353527,"['Park', 'Tourist attraction']",4.0,838,,"[['Wednesday', 'Open 24 hours'], ['Thursday', 'Open 24 hours'], ['Friday', 'Open 24 hours'], ['Saturday', 'Open 24 hours'], ['Sunday', 'Open 24 hours'], ['Monday', 'Open 24 hours'], ['Tuesday', 'Open 24 hours']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Tower Pond Park,"Tower Pond Park, 601 86th St SW, Albuquerque, NM 87121",0x8722129c1ba1cb11:0xae43149e90111af2,,35.0623025,-106.728487,"['Park', 'Tourist attraction']",4.1,511,,"[['Wednesday', '6AM??11PM'], ['Thursday', '6AM??11PM'], ['Friday', '6AM??11PM'], ['Saturday', '6AM??11PM'], ['Sunday', '6AM??11PM'], ['Monday', '6AM??11PM'], ['Tuesday', '6AM??11PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
ABQ BioPark - Botanic Garden,"ABQ BioPark - Botanic Garden, 2601 Central Ave NW, Albuquerque, NM 87104",0x87220d2a464cfdc5:0xb18175d056d2b596,"Sprawling collection of gardens with walking paths also features seasonal classes, tours & events.",35.0932029,-106.6809347,"['Botanical garden', 'Tourist attraction']",4.7,5732,,"[['Tuesday', 'Closed'], ['Wednesday', '9AM??5PM'], ['Thursday', '9AM??5PM'], ['Friday', '9AM??5PM'], ['Saturday', '9AM??5PM'], ['Sunday', '9AM??5PM'], ['Monday', 'Closed']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
Mariposa Basin Park,"Mariposa Basin Park, 4900 Kachina St NW, Albuquerque, NM 87120",0x8722723f58fb0ac9:0xa701ac363a11be62,"3 walking trail loops around ponds, a draw for bird watchers, plus playgrounds & sports fields.",35.159035,-106.694746,"['Park', 'Tourist attraction']",4.6,828,,"[['Tuesday', '8AM??10PM'], ['Wednesday', '8AM??10PM'], ['Thursday', '8AM??10PM'], ['Friday', '8AM??10PM'], ['Saturday', '8AM??10PM'], ['Sunday', '8AM??10PM'], ['Monday', '8AM??10PM']]","{'Accessibility': ['Wheelchair accessible entrance', 'Wheelchair accessible parking lot'], 'Amenities': ['Good for kids']}",Albuquerque,New Mexico
